Entry,Gene.names...primary..,Entry.name,Protein.names,Transmembrane,Passes,membrane,singlepass,multipass,GPI-anchored
Q8NGB8,OR4F15,O4F15_HUMAN,Olfactory receptor 4F15 (Olfactory receptor OR15-14),TRANSMEM 26 49 Helical; Name=1. {ECO:0000255}.; TRANSMEM 58 79 Helical; Name=2. {ECO:0000255}.; TRANSMEM 101 120 Helical; Name=3. {ECO:0000255}.; TRANSMEM 140 158 Helical; Name=4. {ECO:0000255}.; TRANSMEM 196 219 Helical; Name=5. {ECO:0000255}.; TRANSMEM 236 258 Helical; Name=6. {ECO:0000255}.; TRANSMEM 270 289 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGB9,OR4F6,OR4F6_HUMAN,Olfactory receptor 4F6 (Olfactory receptor 4F12) (Olfactory receptor OR15-15),TRANSMEM 26 49 Helical; Name=1. {ECO:0000255}.; TRANSMEM 58 79 Helical; Name=2. {ECO:0000255}.; TRANSMEM 101 120 Helical; Name=3. {ECO:0000255}.; TRANSMEM 140 158 Helical; Name=4. {ECO:0000255}.; TRANSMEM 196 219 Helical; Name=5. {ECO:0000255}.; TRANSMEM 236 258 Helical; Name=6. {ECO:0000255}.; TRANSMEM 270 289 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGC0,OR5AU1,O5AU1_HUMAN,Olfactory receptor 5AU1 (Olfactory receptor OR14-38),TRANSMEM 80 100 Helical; Name=1. {ECO:0000255}.; TRANSMEM 117 139 Helical; Name=2. {ECO:0000255}.; TRANSMEM 151 171 Helical; Name=3. {ECO:0000255}.; TRANSMEM 195 215 Helical; Name=4. {ECO:0000255}.; TRANSMEM 248 268 Helical; Name=5. {ECO:0000255}.; TRANSMEM 291 311 Helical; Name=6. {ECO:0000255}.; TRANSMEM 323 343 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGC1,OR11G2,O11G2_HUMAN,Olfactory receptor 11G2 (Olfactory receptor OR14-34),TRANSMEM 63 83 Helical; Name=1. {ECO:0000255}.; TRANSMEM 93 113 Helical; Name=2. {ECO:0000255}.; TRANSMEM 136 156 Helical; Name=3. {ECO:0000255}.; TRANSMEM 182 202 Helical; Name=4. {ECO:0000255}.; TRANSMEM 242 264 Helical; Name=5. {ECO:0000255}.; TRANSMEM 276 296 Helical; Name=6. {ECO:0000255}.; TRANSMEM 310 330 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGC2,OR4E2,OR4E2_HUMAN,Olfactory receptor 4E2 (Olfactory receptor OR14-42),TRANSMEM 26 49 Helical; Name=1. {ECO:0000255}.; TRANSMEM 58 79 Helical; Name=2. {ECO:0000255}.; TRANSMEM 101 120 Helical; Name=3. {ECO:0000255}.; TRANSMEM 140 158 Helical; Name=4. {ECO:0000255}.; TRANSMEM 196 219 Helical; Name=5. {ECO:0000255}.; TRANSMEM 236 258 Helical; Name=6. {ECO:0000255}.; TRANSMEM 270 289 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGC3,OR10G2,O10G2_HUMAN,Olfactory receptor 10G2,TRANSMEM 30 50 Helical; Name=1. {ECO:0000255}.; TRANSMEM 59 80 Helical; Name=2. {ECO:0000255}.; TRANSMEM 105 125 Helical; Name=3. {ECO:0000255}.; TRANSMEM 145 165 Helical; Name=4. {ECO:0000255}.; TRANSMEM 203 222 Helical; Name=5. {ECO:0000255}.; TRANSMEM 243 263 Helical; Name=6. {ECO:0000255}.; TRANSMEM 275 295 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGC4,OR10G3,O10G3_HUMAN,Olfactory receptor 10G3 (Olfactory receptor OR14-40),TRANSMEM 26 46 Helical; Name=1. {ECO:0000255}.; TRANSMEM 55 76 Helical; Name=2. {ECO:0000255}.; TRANSMEM 101 121 Helical; Name=3. {ECO:0000255}.; TRANSMEM 141 161 Helical; Name=4. {ECO:0000255}.; TRANSMEM 199 218 Helical; Name=5. {ECO:0000255}.; TRANSMEM 239 259 Helical; Name=6. {ECO:0000255}.; TRANSMEM 271 291 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGC5,OR6J1,OR6J1_HUMAN,Olfactory receptor 6J1 (Olfactory receptor 6J2),TRANSMEM 25 45 Helical; Name=1. {ECO:0000255}.; TRANSMEM 54 74 Helical; Name=2. {ECO:0000255}.; TRANSMEM 99 119 Helical; Name=3. {ECO:0000255}.; TRANSMEM 139 159 Helical; Name=4. {ECO:0000255}.; TRANSMEM 197 216 Helical; Name=5. {ECO:0000255}.; TRANSMEM 237 257 Helical; Name=6. {ECO:0000255}.; TRANSMEM 271 291 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGC6,OR4K17,OR4KH_HUMAN,Olfactory receptor 4K17 (Olfactory receptor OR14-29),TRANSMEM 29 52 Helical; Name=1. {ECO:0000255}.; TRANSMEM 61 82 Helical; Name=2. {ECO:0000255}.; TRANSMEM 104 123 Helical; Name=3. {ECO:0000255}.; TRANSMEM 143 161 Helical; Name=4. {ECO:0000255}.; TRANSMEM 199 222 Helical; Name=5. {ECO:0000255}.; TRANSMEM 239 261 Helical; Name=6. {ECO:0000255}.; TRANSMEM 273 292 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGC7,OR11H6,O11H6_HUMAN,Olfactory receptor 11H6 (Olfactory receptor OR14-35),TRANSMEM 44 64 Helical; Name=1. {ECO:0000255}.; TRANSMEM 73 93 Helical; Name=2. {ECO:0000255}.; TRANSMEM 118 138 Helical; Name=3. {ECO:0000255}.; TRANSMEM 158 178 Helical; Name=4. {ECO:0000255}.; TRANSMEM 216 235 Helical; Name=5. {ECO:0000255}.; TRANSMEM 256 276 Helical; Name=6. {ECO:0000255}.; TRANSMEM 290 310 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGC8,OR11H7,O11H7_HUMAN,Olfactory receptor 11H7 (Olfactory receptor OR14-32),TRANSMEM 25 45 Helical; Name=1. {ECO:0000255}.; TRANSMEM 58 78 Helical; Name=2. {ECO:0000255}.; TRANSMEM 98 118 Helical; Name=3. {ECO:0000255}.; TRANSMEM 143 163 Helical; Name=4. {ECO:0000255}.; TRANSMEM 202 222 Helical; Name=5. {ECO:0000255}.; TRANSMEM 245 265 Helical; Name=6. {ECO:0000255}.; TRANSMEM 272 292 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGC9,OR11H4,O11H4_HUMAN,Olfactory receptor 11H4 (Olfactory receptor OR14-36),TRANSMEM 36 56 Helical; Name=1. {ECO:0000255}.; TRANSMEM 65 85 Helical; Name=2. {ECO:0000255}.; TRANSMEM 110 130 Helical; Name=3. {ECO:0000255}.; TRANSMEM 150 170 Helical; Name=4. {ECO:0000255}.; TRANSMEM 208 227 Helical; Name=5. {ECO:0000255}.; TRANSMEM 248 268 Helical; Name=6. {ECO:0000255}.; TRANSMEM 282 302 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGD0,OR4M1,OR4M1_HUMAN,Olfactory receptor 4M1 (Olfactory receptor OR14-7),TRANSMEM 26 49 Helical; Name=1. {ECO:0000255}.; TRANSMEM 58 79 Helical; Name=2. {ECO:0000255}.; TRANSMEM 101 120 Helical; Name=3. {ECO:0000255}.; TRANSMEM 140 158 Helical; Name=4. {ECO:0000255}.; TRANSMEM 196 219 Helical; Name=5. {ECO:0000255}.; TRANSMEM 238 260 Helical; Name=6. {ECO:0000255}.; TRANSMEM 272 291 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGD1,OR4N2,OR4N2_HUMAN,Olfactory receptor 4N2 (Olfactory receptor OR14-13) (Olfactory receptor OR14-8),TRANSMEM 26 49 Helical; Name=1. {ECO:0000255}.; TRANSMEM 58 79 Helical; Name=2. {ECO:0000255}.; TRANSMEM 101 120 Helical; Name=3. {ECO:0000255}.; TRANSMEM 140 158 Helical; Name=4. {ECO:0000255}.; TRANSMEM 196 219 Helical; Name=5. {ECO:0000255}.; TRANSMEM 236 258 Helical; Name=6. {ECO:0000255}.; TRANSMEM 270 289 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGD2,OR4K2,OR4K2_HUMAN,Olfactory receptor 4K2 (Olfactory receptor OR14-15),TRANSMEM 26 49 Helical; Name=1. {ECO:0000255}.; TRANSMEM 58 79 Helical; Name=2. {ECO:0000255}.; TRANSMEM 101 120 Helical; Name=3. {ECO:0000255}.; TRANSMEM 140 158 Helical; Name=4. {ECO:0000255}.; TRANSMEM 196 219 Helical; Name=5. {ECO:0000255}.; TRANSMEM 236 258 Helical; Name=6. {ECO:0000255}.; TRANSMEM 270 289 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGD3,OR4K5,OR4K5_HUMAN,Olfactory receptor 4K5 (Olfactory receptor OR14-16),TRANSMEM 26 49 Helical; Name=1. {ECO:0000255}.; TRANSMEM 58 79 Helical; Name=2. {ECO:0000255}.; TRANSMEM 101 120 Helical; Name=3. {ECO:0000255}.; TRANSMEM 140 158 Helical; Name=4. {ECO:0000255}.; TRANSMEM 196 219 Helical; Name=5. {ECO:0000255}.; TRANSMEM 236 258 Helical; Name=6. {ECO:0000255}.; TRANSMEM 270 289 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGD4,OR4K1,OR4K1_HUMAN,Olfactory receptor 4K1 (Olfactory receptor OR14-19),TRANSMEM 26 49 Helical; Name=1. {ECO:0000255}.; TRANSMEM 58 79 Helical; Name=2. {ECO:0000255}.; TRANSMEM 101 120 Helical; Name=3. {ECO:0000255}.; TRANSMEM 140 158 Helical; Name=4. {ECO:0000255}.; TRANSMEM 196 219 Helical; Name=5. {ECO:0000255}.; TRANSMEM 236 258 Helical; Name=6. {ECO:0000255}.; TRANSMEM 270 289 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGD5,OR4K14,OR4KE_HUMAN,Olfactory receptor 4K14 (Olfactory receptor OR14-22),TRANSMEM 26 49 Helical; Name=1. {ECO:0000255}.; TRANSMEM 59 80 Helical; Name=2. {ECO:0000255}.; TRANSMEM 102 121 Helical; Name=3. {ECO:0000255}.; TRANSMEM 141 159 Helical; Name=4. {ECO:0000255}.; TRANSMEM 197 220 Helical; Name=5. {ECO:0000255}.; TRANSMEM 237 259 Helical; Name=6. {ECO:0000255}.; TRANSMEM 271 290 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGE0,OR10AD1,O10AD_HUMAN,Olfactory receptor 10AD1 (Olfactory receptor OR12-1),TRANSMEM 26 46 Helical; Name=1. {ECO:0000255}.; TRANSMEM 56 76 Helical; Name=2. {ECO:0000255}.; TRANSMEM 101 121 Helical; Name=3. {ECO:0000255}.; TRANSMEM 141 161 Helical; Name=4. {ECO:0000255}.; TRANSMEM 199 218 Helical; Name=5. {ECO:0000255}.; TRANSMEM 239 259 Helical; Name=6. {ECO:0000255}.; TRANSMEM 273 293 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGE1,OR6C4,OR6C4_HUMAN,Olfactory receptor 6C4 (Olfactory receptor OR12-10),TRANSMEM 24 44 Helical; Name=1. {ECO:0000255}.; TRANSMEM 53 73 Helical; Name=2. {ECO:0000255}.; TRANSMEM 98 118 Helical; Name=3. {ECO:0000255}.; TRANSMEM 138 158 Helical; Name=4. {ECO:0000255}.; TRANSMEM 196 215 Helical; Name=5. {ECO:0000255}.; TRANSMEM 236 256 Helical; Name=6. {ECO:0000255}.; TRANSMEM 270 290 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGE2,OR2AP1,O2AP1_HUMAN,Olfactory receptor 2AP1 (Olfactory receptor OR12-9),TRANSMEM 24 47 Helical; Name=1. {ECO:0000255}.; TRANSMEM 56 77 Helical; Name=2. {ECO:0000255}.; TRANSMEM 99 118 Helical; Name=3. {ECO:0000255}.; TRANSMEM 138 156 Helical; Name=4. {ECO:0000255}.; TRANSMEM 194 217 Helical; Name=5. {ECO:0000255}.; TRANSMEM 235 257 Helical; Name=6. {ECO:0000255}.; TRANSMEM 271 290 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGE3,OR10P1,O10P1_HUMAN,Olfactory receptor 10P1 (Olfactory receptor 10P2) (Olfactory receptor 10P3) (Olfactory receptor OR12-7),TRANSMEM 26 46 Helical; Name=1. {ECO:0000255}.; TRANSMEM 55 75 Helical; Name=2. {ECO:0000255}.; TRANSMEM 101 121 Helical; Name=3. {ECO:0000255}.; TRANSMEM 141 161 Helical; Name=4. {ECO:0000255}.; TRANSMEM 199 218 Helical; Name=5. {ECO:0000255}.; TRANSMEM 239 259 Helical; Name=6. {ECO:0000255}.; TRANSMEM 273 293 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGE5,OR10A7,O10A7_HUMAN,Olfactory receptor 10A7 (Olfactory receptor OR12-6),TRANSMEM 26 46 Helical; Name=1. {ECO:0000255}.; TRANSMEM 55 75 Helical; Name=2. {ECO:0000255}.; TRANSMEM 100 120 Helical; Name=3. {ECO:0000255}.; TRANSMEM 140 160 Helical; Name=4. {ECO:0000255}.; TRANSMEM 198 217 Helical; Name=5. {ECO:0000255}.; TRANSMEM 238 258 Helical; Name=6. {ECO:0000255}.; TRANSMEM 272 292 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGE8,OR4D9,OR4D9_HUMAN,Olfactory receptor 4D9 (Olfactory receptor OR11-253),TRANSMEM 26 49 Helical; Name=1. {ECO:0000255}.; TRANSMEM 58 79 Helical; Name=2. {ECO:0000255}.; TRANSMEM 101 120 Helical; Name=3. {ECO:0000255}.; TRANSMEM 140 158 Helical; Name=4. {ECO:0000255}.; TRANSMEM 196 219 Helical; Name=5. {ECO:0000255}.; TRANSMEM 236 258 Helical; Name=6. {ECO:0000255}.; TRANSMEM 270 289 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGE9,OR9Q2,OR9Q2_HUMAN,Olfactory receptor 9Q2,TRANSMEM 26 46 Helical; Name=1. {ECO:0000255}.; TRANSMEM 55 75 Helical; Name=2. {ECO:0000255}.; TRANSMEM 100 120 Helical; Name=3. {ECO:0000255}.; TRANSMEM 140 160 Helical; Name=4. {ECO:0000255}.; TRANSMEM 198 217 Helical; Name=5. {ECO:0000255}.; TRANSMEM 238 258 Helical; Name=6. {ECO:0000255}.; TRANSMEM 272 292 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGF0,OR52B6,O52B6_HUMAN,Olfactory receptor 52B6 (Olfactory receptor OR11-47),TRANSMEM 46 66 Helical; Name=1. {ECO:0000255}.; TRANSMEM 75 95 Helical; Name=2. {ECO:0000255}.; TRANSMEM 120 139 Helical; Name=3. {ECO:0000255}.; TRANSMEM 159 179 Helical; Name=4. {ECO:0000255}.; TRANSMEM 216 236 Helical; Name=5. {ECO:0000255}.; TRANSMEM 257 277 Helical; Name=6. {ECO:0000255}.; TRANSMEM 294 314 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGF1,OR52R1,O52R1_HUMAN,Olfactory receptor 52R1 (Olfactory receptor OR11-22),TRANSMEM 29 49 Helical; Name=1. {ECO:0000255}.; TRANSMEM 58 78 Helical; Name=2. {ECO:0000255}.; TRANSMEM 103 123 Helical; Name=3. {ECO:0000255}.; TRANSMEM 143 163 Helical; Name=4. {ECO:0000255}.; TRANSMEM 200 220 Helical; Name=5. {ECO:0000255}.; TRANSMEM 241 261 Helical; Name=6. {ECO:0000255}.; TRANSMEM 277 297 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGF3,OR51D1,O51D1_HUMAN,Olfactory receptor 51D1 (Olfactory receptor OR11-14),TRANSMEM 39 59 Helical; Name=1. {ECO:0000255}.; TRANSMEM 68 88 Helical; Name=2. {ECO:0000255}.; TRANSMEM 113 133 Helical; Name=3. {ECO:0000255}.; TRANSMEM 153 173 Helical; Name=4. {ECO:0000255}.; TRANSMEM 210 230 Helical; Name=5. {ECO:0000255}.; TRANSMEM 251 271 Helical; Name=6. {ECO:0000255}.; TRANSMEM 286 306 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGF4,OR5AP2,O5AP2_HUMAN,Olfactory receptor 5AP2,TRANSMEM 35 55 Helical; Name=1. {ECO:0000255}.; TRANSMEM 57 77 Helical; Name=2. {ECO:0000255}.; TRANSMEM 105 125 Helical; Name=3. {ECO:0000255}.; TRANSMEM 136 156 Helical; Name=4. {ECO:0000255}.; TRANSMEM 211 231 Helical; Name=5. {ECO:0000255}.; TRANSMEM 246 266 Helical; Name=6. {ECO:0000255}.; TRANSMEM 279 299 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGF6,OR10W1,O10W1_HUMAN,Olfactory receptor 10W1 (Olfactory receptor OR11-236),TRANSMEM 17 37 Helical; Name=1. {ECO:0000255}.; TRANSMEM 46 66 Helical; Name=2. {ECO:0000255}.; TRANSMEM 91 111 Helical; Name=3. {ECO:0000255}.; TRANSMEM 131 151 Helical; Name=4. {ECO:0000255}.; TRANSMEM 189 208 Helical; Name=5. {ECO:0000255}.; TRANSMEM 229 249 Helical; Name=6. {ECO:0000255}.; TRANSMEM 263 283 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGF7,OR5B17,OR5BH_HUMAN,Olfactory receptor 5B17 (Olfactory receptor 5B20) (Olfactory receptor OR11-237),TRANSMEM 24 44 Helical; Name=1. {ECO:0000255}.; TRANSMEM 53 73 Helical; Name=2. {ECO:0000255}.; TRANSMEM 98 118 Helical; Name=3. {ECO:0000255}.; TRANSMEM 138 158 Helical; Name=4. {ECO:0000255}.; TRANSMEM 195 215 Helical; Name=5. {ECO:0000255}.; TRANSMEM 236 256 Helical; Name=6. {ECO:0000255}.; TRANSMEM 270 290 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGF8,OR4B1,OR4B1_HUMAN,Olfactory receptor 4B1 (OST208) (Olfactory receptor OR11-106),TRANSMEM 24 47 Helical; Name=1. {ECO:0000255}.; TRANSMEM 56 77 Helical; Name=2. {ECO:0000255}.; TRANSMEM 99 118 Helical; Name=3. {ECO:0000255}.; TRANSMEM 138 156 Helical; Name=4. {ECO:0000255}.; TRANSMEM 194 217 Helical; Name=5. {ECO:0000255}.; TRANSMEM 234 256 Helical; Name=6. {ECO:0000255}.; TRANSMEM 268 287 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGF9,OR4X2,OR4X2_HUMAN,Olfactory receptor 4X2 (Olfactory receptor OR11-105),TRANSMEM 18 41 Helical; Name=1. {ECO:0000255}.; TRANSMEM 50 71 Helical; Name=2. {ECO:0000255}.; TRANSMEM 93 112 Helical; Name=3. {ECO:0000255}.; TRANSMEM 132 150 Helical; Name=4. {ECO:0000255}.; TRANSMEM 188 211 Helical; Name=5. {ECO:0000255}.; TRANSMEM 228 250 Helical; Name=6. {ECO:0000255}.; TRANSMEM 262 281 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGG0,OR8J3,OR8J3_HUMAN,Olfactory receptor 8J3 (Olfactory receptor OR11-173),TRANSMEM 26 46 Helical; Name=1. {ECO:0000255}.; TRANSMEM 55 75 Helical; Name=2. {ECO:0000255}.; TRANSMEM 100 120 Helical; Name=3. {ECO:0000255}.; TRANSMEM 140 160 Helical; Name=4. {ECO:0000255}.; TRANSMEM 198 217 Helical; Name=5. {ECO:0000255}.; TRANSMEM 238 258 Helical; Name=6. {ECO:0000255}.; TRANSMEM 272 292 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGG1,OR8J2,OR8J2_HUMAN,Olfactory receptor 8J2,TRANSMEM 25 45 Helical; Name=1. {ECO:0000255}.; TRANSMEM 58 78 Helical; Name=2. {ECO:0000255}.; TRANSMEM 98 118 Helical; Name=3. {ECO:0000255}.; TRANSMEM 144 164 Helical; Name=4. {ECO:0000255}.; TRANSMEM 206 226 Helical; Name=5. {ECO:0000255}.; TRANSMEM 240 260 Helical; Name=6. {ECO:0000255}.; TRANSMEM 272 292 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGG2,OR5T2,OR5T2_HUMAN,Olfactory receptor 5T2 (Olfactory receptor OR11-177),TRANSMEM 65 85 Helical; Name=1. {ECO:0000255}.; TRANSMEM 94 114 Helical; Name=2. {ECO:0000255}.; TRANSMEM 139 159 Helical; Name=3. {ECO:0000255}.; TRANSMEM 179 199 Helical; Name=4. {ECO:0000255}.; TRANSMEM 236 256 Helical; Name=5. {ECO:0000255}.; TRANSMEM 277 297 Helical; Name=6. {ECO:0000255}.; TRANSMEM 311 331 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGG3,OR5T3,OR5T3_HUMAN,Olfactory receptor 5T3 (Olfactory receptor OR11-178),TRANSMEM 56 76 Helical; Name=1. {ECO:0000255}.; TRANSMEM 85 105 Helical; Name=2. {ECO:0000255}.; TRANSMEM 130 150 Helical; Name=3. {ECO:0000255}.; TRANSMEM 170 190 Helical; Name=4. {ECO:0000255}.; TRANSMEM 227 247 Helical; Name=5. {ECO:0000255}.; TRANSMEM 268 288 Helical; Name=6. {ECO:0000255}.; TRANSMEM 302 322 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGG4,OR8H1,OR8H1_HUMAN,Olfactory receptor 8H1 (Olfactory receptor OR11-180),TRANSMEM 26 46 Helical; Name=1. {ECO:0000255}.; TRANSMEM 55 75 Helical; Name=2. {ECO:0000255}.; TRANSMEM 99 119 Helical; Name=3. {ECO:0000255}.; TRANSMEM 139 159 Helical; Name=4. {ECO:0000255}.; TRANSMEM 197 216 Helical; Name=5. {ECO:0000255}.; TRANSMEM 237 257 Helical; Name=6. {ECO:0000255}.; TRANSMEM 271 291 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGG5,OR8K1,OR8K1_HUMAN,Olfactory receptor 8K1 (Olfactory receptor OR11-182),TRANSMEM 32 52 Helical; Name=1. {ECO:0000255}.; TRANSMEM 61 81 Helical; Name=2. {ECO:0000255}.; TRANSMEM 106 126 Helical; Name=3. {ECO:0000255}.; TRANSMEM 146 166 Helical; Name=4. {ECO:0000255}.; TRANSMEM 204 223 Helical; Name=5. {ECO:0000255}.; TRANSMEM 244 264 Helical; Name=6. {ECO:0000255}.; TRANSMEM 278 298 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGG6,OR8B12,OR8BC_HUMAN,Olfactory receptor 8B12 (Olfactory receptor OR11-317),TRANSMEM 25 45 Helical; Name=1. {ECO:0000255}.; TRANSMEM 54 74 Helical; Name=2. {ECO:0000255}.; TRANSMEM 99 119 Helical; Name=3. {ECO:0000255}.; TRANSMEM 139 159 Helical; Name=4. {ECO:0000255}.; TRANSMEM 197 216 Helical; Name=5. {ECO:0000255}.; TRANSMEM 237 257 Helical; Name=6. {ECO:0000255}.; TRANSMEM 271 291 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGG7,OR8A1,OR8A1_HUMAN,Olfactory receptor 8A1 (OST025) (Olfactory receptor OR11-318),TRANSMEM 46 66 Helical; Name=1. {ECO:0000255}.; TRANSMEM 78 100 Helical; Name=2. {ECO:0000255}.; TRANSMEM 117 137 Helical; Name=3. {ECO:0000255}.; TRANSMEM 151 171 Helical; Name=4. {ECO:0000255}.; TRANSMEM 223 243 Helical; Name=5. {ECO:0000255}.; TRANSMEM 261 281 Helical; Name=6. {ECO:0000255}.; TRANSMEM 288 308 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGG8,OR8B3,OR8B3_HUMAN,Olfactory receptor 8B3 (Olfactory receptor OR11-311),TRANSMEM 26 46 Helical; Name=1. {ECO:0000255}.; TRANSMEM 55 75 Helical; Name=2. {ECO:0000255}.; TRANSMEM 100 120 Helical; Name=3. {ECO:0000255}.; TRANSMEM 140 160 Helical; Name=4. {ECO:0000255}.; TRANSMEM 198 217 Helical; Name=5. {ECO:0000255}.; TRANSMEM 238 258 Helical; Name=6. {ECO:0000255}.; TRANSMEM 271 291 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGH3,OR2D3,OR2D3_HUMAN,Olfactory receptor 2D3 (Olfactory receptor OR11-89),TRANSMEM 42 65 Helical; Name=1. {ECO:0000255}.; TRANSMEM 74 95 Helical; Name=2. {ECO:0000255}.; TRANSMEM 117 136 Helical; Name=3. {ECO:0000255}.; TRANSMEM 156 174 Helical; Name=4. {ECO:0000255}.; TRANSMEM 212 235 Helical; Name=5. {ECO:0000255}.; TRANSMEM 253 275 Helical; Name=6. {ECO:0000255}.; TRANSMEM 289 308 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGH5,OR56A1,O56A1_HUMAN,Olfactory receptor 56A1 (Olfactory receptor OR11-75),TRANSMEM 33 53 Helical; Name=1. {ECO:0000255}.; TRANSMEM 62 82 Helical; Name=2. {ECO:0000255}.; TRANSMEM 107 127 Helical; Name=3. {ECO:0000255}.; TRANSMEM 147 167 Helical; Name=4. {ECO:0000255}.; TRANSMEM 204 224 Helical; Name=5. {ECO:0000255}.; TRANSMEM 245 265 Helical; Name=6. {ECO:0000255}.; TRANSMEM 281 301 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGH6,OR52L2P,O52L2_HUMAN,Putative olfactory receptor 52L2 (Olfactory receptor OR11-74),TRANSMEM 44 64 Helical; Name=1. {ECO:0000255}.; TRANSMEM 73 93 Helical; Name=2. {ECO:0000255}.; TRANSMEM 118 138 Helical; Name=3. {ECO:0000255}.; TRANSMEM 158 178 Helical; Name=4. {ECO:0000255}.; TRANSMEM 215 235 Helical; Name=5. {ECO:0000255}.; TRANSMEM 256 276 Helical; Name=6. {ECO:0000255}.; TRANSMEM 292 312 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGH7,OR52L1,O52L1_HUMAN,Olfactory receptor 52L1 (Olfactory receptor OR11-50),TRANSMEM 44 64 Helical; Name=1. {ECO:0000255}.; TRANSMEM 73 93 Helical; Name=2. {ECO:0000255}.; TRANSMEM 118 138 Helical; Name=3. {ECO:0000255}.; TRANSMEM 158 178 Helical; Name=4. {ECO:0000255}.; TRANSMEM 215 235 Helical; Name=5. {ECO:0000255}.; TRANSMEM 256 276 Helical; Name=6. {ECO:0000255}.; TRANSMEM 292 312 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGH8,OR56A4,O56A4_HUMAN,Olfactory receptor 56A4 (Olfactory receptor OR11-49),TRANSMEM 29 49 Helical; Name=1. {ECO:0000255}.; TRANSMEM 58 78 Helical; Name=2. {ECO:0000255}.; TRANSMEM 103 123 Helical; Name=3. {ECO:0000255}.; TRANSMEM 143 163 Helical; Name=4. {ECO:0000255}.; TRANSMEM 200 220 Helical; Name=5. {ECO:0000255}.; TRANSMEM 241 261 Helical; Name=6. {ECO:0000255}.; TRANSMEM 277 297 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
Q8NGH9,OR52E4,O52E4_HUMAN,Olfactory receptor 52E4 (Olfactory receptor OR11-55),TRANSMEM 28 48 Helical; Name=1. {ECO:0000255}.; TRANSMEM 57 77 Helical; Name=2. {ECO:0000255}.; TRANSMEM 102 122 Helical; Name=3. {ECO:0000255}.; TRANSMEM 142 162 Helical; Name=4. {ECO:0000255}.; TRANSMEM 199 218 Helical; Name=5. {ECO:0000255}.; TRANSMEM 239 259 Helical; Name=6. {ECO:0000255}.; TRANSMEM 275 295 Helical; Name=7. {ECO:0000255}.,7,+,NA,+,NA
